contrast,block_id,pair_type,hybrid,replay_id,result,steps,common_support_steps
phase1_h4,libero_10-task04-state31,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task04-state31-treatment_arm_plus_baseline_gripper,CENSORED,216,216
phase1_h4,libero_10-task04-state40,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task04-state40-baseline_arm_plus_treatment_gripper,CENSORED,236,236
phase1_h4,libero_10-task04-state40,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task04-state40-treatment_arm_plus_baseline_gripper,CENSORED,236,236
phase1_h4,libero_10-task04-state41,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task04-state41-baseline_arm_plus_treatment_gripper,CENSORED,222,222
phase1_h4,libero_10-task04-state41,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task04-state41-treatment_arm_plus_baseline_gripper,SUCCESS,218,222
phase1_h4,libero_10-task05-state19,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task05-state19-baseline_arm_plus_treatment_gripper,CENSORED,231,231
phase1_h4,libero_10-task05-state19,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task05-state19-treatment_arm_plus_baseline_gripper,SUCCESS,229,231
phase1_h4,libero_10-task05-state36,harm,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task05-state36-baseline_arm_plus_treatment_gripper,CENSORED,260,260
phase1_h4,libero_10-task05-state36,harm,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task05-state36-treatment_arm_plus_baseline_gripper,CENSORED,260,260
phase1_h4,libero_10-task06-state16,harm,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task06-state16-baseline_arm_plus_treatment_gripper,CENSORED,251,251
phase1_h4,libero_10-task06-state16,harm,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task06-state16-treatment_arm_plus_baseline_gripper,CENSORED,251,251
phase1_h4,libero_10-task06-state17,harm,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task06-state17-baseline_arm_plus_treatment_gripper,SUCCESS,227,227
phase1_h4,libero_10-task06-state17,harm,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task06-state17-treatment_arm_plus_baseline_gripper,CENSORED,227,227
phase1_h4,libero_10-task06-state18,harm,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task06-state18-baseline_arm_plus_treatment_gripper,SUCCESS,229,229
phase1_h4,libero_10-task06-state18,harm,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task06-state18-treatment_arm_plus_baseline_gripper,CENSORED,229,229
phase1_h4,libero_10-task06-state29,harm,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task06-state29-baseline_arm_plus_treatment_gripper,CENSORED,295,295
phase1_h4,libero_10-task06-state29,harm,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task06-state29-treatment_arm_plus_baseline_gripper,CENSORED,295,295
phase1_h4,libero_10-task06-state34,harm,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task06-state34-baseline_arm_plus_treatment_gripper,CENSORED,205,205
phase1_h4,libero_10-task06-state34,harm,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task06-state34-treatment_arm_plus_baseline_gripper,CENSORED,205,205
phase1_h4,libero_10-task06-state38,harm,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task06-state38-baseline_arm_plus_treatment_gripper,CENSORED,327,327
phase1_h4,libero_10-task06-state38,harm,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task06-state38-treatment_arm_plus_baseline_gripper,CENSORED,327,327
phase1_h4,libero_10-task06-state40,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task06-state40-baseline_arm_plus_treatment_gripper,CENSORED,221,221
phase1_h4,libero_10-task06-state40,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task06-state40-treatment_arm_plus_baseline_gripper,CENSORED,221,221
phase1_h4,libero_10-task06-state49,harm,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task06-state49-baseline_arm_plus_treatment_gripper,CENSORED,280,280
phase1_h4,libero_10-task06-state49,harm,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task06-state49-treatment_arm_plus_baseline_gripper,CENSORED,280,280
phase1_h4,libero_10-task07-state15,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task07-state15-baseline_arm_plus_treatment_gripper,CENSORED,240,240
phase1_h4,libero_10-task07-state15,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task07-state15-treatment_arm_plus_baseline_gripper,CENSORED,240,240
phase1_h4,libero_10-task07-state16,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task07-state16-baseline_arm_plus_treatment_gripper,CENSORED,257,257
phase1_h4,libero_10-task07-state16,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task07-state16-treatment_arm_plus_baseline_gripper,CENSORED,257,257
phase1_h4,libero_10-task07-state22,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task07-state22-baseline_arm_plus_treatment_gripper,CENSORED,256,256
phase1_h4,libero_10-task07-state22,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task07-state22-treatment_arm_plus_baseline_gripper,CENSORED,256,256
phase1_h4,libero_10-task07-state24,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task07-state24-baseline_arm_plus_treatment_gripper,CENSORED,268,268
phase1_h4,libero_10-task07-state24,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task07-state24-treatment_arm_plus_baseline_gripper,CENSORED,268,268
phase1_h4,libero_10-task07-state29,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task07-state29-baseline_arm_plus_treatment_gripper,CENSORED,237,237
phase1_h4,libero_10-task07-state29,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task07-state29-treatment_arm_plus_baseline_gripper,CENSORED,237,237
phase1_h4,libero_10-task07-state30,harm,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task07-state30-baseline_arm_plus_treatment_gripper,CENSORED,280,280
phase1_h4,libero_10-task07-state30,harm,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task07-state30-treatment_arm_plus_baseline_gripper,CENSORED,280,280
phase1_h4,libero_10-task07-state42,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task07-state42-baseline_arm_plus_treatment_gripper,CENSORED,238,238
phase1_h4,libero_10-task07-state42,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task07-state42-treatment_arm_plus_baseline_gripper,CENSORED,238,238
phase1_h4,libero_10-task08-state15,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task08-state15-baseline_arm_plus_treatment_gripper,CENSORED,455,455
phase1_h4,libero_10-task08-state15,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task08-state15-treatment_arm_plus_baseline_gripper,CENSORED,455,455
phase1_h4,libero_10-task08-state16,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task08-state16-baseline_arm_plus_treatment_gripper,CENSORED,452,452
phase1_h4,libero_10-task08-state16,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task08-state16-treatment_arm_plus_baseline_gripper,CENSORED,452,452
phase1_h4,libero_10-task08-state26,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task08-state26-baseline_arm_plus_treatment_gripper,CENSORED,459,459
phase1_h4,libero_10-task08-state26,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task08-state26-treatment_arm_plus_baseline_gripper,CENSORED,459,459
phase1_h4,libero_10-task08-state27,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task08-state27-baseline_arm_plus_treatment_gripper,CENSORED,438,438
phase1_h4,libero_10-task08-state27,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task08-state27-treatment_arm_plus_baseline_gripper,CENSORED,438,438
phase1_h4,libero_10-task08-state29,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task08-state29-baseline_arm_plus_treatment_gripper,CENSORED,501,501
phase1_h4,libero_10-task08-state29,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task08-state29-treatment_arm_plus_baseline_gripper,CENSORED,501,501
phase1_h4,libero_10-task08-state31,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task08-state31-baseline_arm_plus_treatment_gripper,CENSORED,363,363
phase1_h4,libero_10-task08-state31,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task08-state31-treatment_arm_plus_baseline_gripper,CENSORED,363,363
phase1_h4,libero_10-task08-state32,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task08-state32-baseline_arm_plus_treatment_gripper,CENSORED,380,380
phase1_h4,libero_10-task08-state32,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task08-state32-treatment_arm_plus_baseline_gripper,CENSORED,380,380
phase1_h4,libero_10-task08-state38,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task08-state38-baseline_arm_plus_treatment_gripper,CENSORED,405,405
phase1_h4,libero_10-task08-state38,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task08-state38-treatment_arm_plus_baseline_gripper,CENSORED,405,405
phase1_h4,libero_10-task09-state15,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task09-state15-baseline_arm_plus_treatment_gripper,CENSORED,306,306
phase1_h4,libero_10-task09-state15,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task09-state15-treatment_arm_plus_baseline_gripper,CENSORED,306,306
phase1_h4,libero_10-task09-state16,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task09-state16-baseline_arm_plus_treatment_gripper,CENSORED,250,250
phase1_h4,libero_10-task09-state16,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task09-state16-treatment_arm_plus_baseline_gripper,CENSORED,250,250
phase1_h4,libero_10-task09-state18,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task09-state18-baseline_arm_plus_treatment_gripper,CENSORED,275,275
phase1_h4,libero_10-task09-state18,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task09-state18-treatment_arm_plus_baseline_gripper,CENSORED,275,275
phase1_h4,libero_10-task09-state23,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task09-state23-baseline_arm_plus_treatment_gripper,CENSORED,265,265
phase1_h4,libero_10-task09-state23,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task09-state23-treatment_arm_plus_baseline_gripper,CENSORED,265,265
phase1_h4,libero_10-task09-state29,harm,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task09-state29-baseline_arm_plus_treatment_gripper,CENSORED,377,377
phase1_h4,libero_10-task09-state29,harm,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task09-state29-treatment_arm_plus_baseline_gripper,CENSORED,377,377
phase1_h4,libero_10-task09-state30,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task09-state30-baseline_arm_plus_treatment_gripper,CENSORED,306,306
phase1_h4,libero_10-task09-state30,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task09-state30-treatment_arm_plus_baseline_gripper,CENSORED,306,306
phase1_h4,libero_10-task09-state31,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task09-state31-baseline_arm_plus_treatment_gripper,CENSORED,234,234
phase1_h4,libero_10-task09-state31,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task09-state31-treatment_arm_plus_baseline_gripper,CENSORED,234,234
phase1_h4,libero_10-task09-state36,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task09-state36-baseline_arm_plus_treatment_gripper,CENSORED,256,256
phase1_h4,libero_10-task09-state36,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task09-state36-treatment_arm_plus_baseline_gripper,CENSORED,256,256
phase1_h4,libero_10-task09-state41,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task09-state41-baseline_arm_plus_treatment_gripper,CENSORED,257,257
phase1_h4,libero_10-task09-state41,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task09-state41-treatment_arm_plus_baseline_gripper,CENSORED,257,257
phase1_h4,libero_10-task09-state42,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task09-state42-baseline_arm_plus_treatment_gripper,CENSORED,370,370
phase1_h4,libero_10-task09-state42,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task09-state42-treatment_arm_plus_baseline_gripper,CENSORED,370,370
phase1_h4,libero_10-task09-state49,rescue,baseline_arm_plus_treatment_gripper,phase1_h4-libero_10-task09-state49-baseline_arm_plus_treatment_gripper,CENSORED,472,472
phase1_h4,libero_10-task09-state49,rescue,treatment_arm_plus_baseline_gripper,phase1_h4-libero_10-task09-state49-treatment_arm_plus_baseline_gripper,CENSORED,472,472
