cohort,replay_id,view,path
development,libero_10-task09-state36-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state36-ARM4_GRIP32.wrist.mp4
development,libero_10-task09-state36-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state36-H2.agent.mp4
development,libero_10-task09-state36-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state36-H2.wrist.mp4
development,libero_10-task09-state36-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state36-H4.agent.mp4
development,libero_10-task09-state36-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state36-H4.wrist.mp4
development,libero_10-task09-state38-ARM2_GRIP16,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state38-ARM2_GRIP16.agent.mp4
development,libero_10-task09-state38-ARM2_GRIP16,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state38-ARM2_GRIP16.wrist.mp4
development,libero_10-task09-state38-H2,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state38-H2.agent.mp4
development,libero_10-task09-state38-H2,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state38-H2.wrist.mp4
development,libero_10-task09-state41-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state41-ARM4_GRIP32.agent.mp4
development,libero_10-task09-state41-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state41-ARM4_GRIP32.wrist.mp4
development,libero_10-task09-state41-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state41-H4.agent.mp4
development,libero_10-task09-state41-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state41-H4.wrist.mp4
development,libero_10-task09-state42-ARM4_GRIP32,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state42-ARM4_GRIP32.agent.mp4
development,libero_10-task09-state42-ARM4_GRIP32,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state42-ARM4_GRIP32.wrist.mp4
development,libero_10-task09-state42-H4,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state42-H4.agent.mp4
development,libero_10-task09-state42-H4,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development/libero_10-task09-state42-H4.wrist.mp4
development_swaps,development_h2-libero_10-task00-state20-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task00-state20-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task00-state20-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task00-state20-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task00-state20-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task00-state20-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task00-state20-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task00-state20-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task00-state24-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task00-state24-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task00-state24-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task00-state24-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task00-state24-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task00-state24-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task00-state24-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task00-state24-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task00-state26-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task00-state26-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task00-state26-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task00-state26-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task00-state26-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task00-state26-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task00-state26-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task00-state26-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task01-state36-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state36-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task01-state36-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state36-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task01-state36-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state36-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task01-state36-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state36-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task01-state38-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state38-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task01-state38-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state38-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task01-state38-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state38-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task01-state38-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state38-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task01-state40-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state40-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task01-state40-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state40-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task01-state40-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state40-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task01-state40-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state40-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task01-state44-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state44-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task01-state44-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state44-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task01-state44-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state44-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task01-state44-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task01-state44-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task02-state23-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task02-state23-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task02-state23-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task02-state23-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task02-state23-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task02-state23-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task02-state23-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task02-state23-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task02-state26-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task02-state26-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task02-state26-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task02-state26-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task02-state26-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task02-state26-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task02-state26-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task02-state26-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task03-state21-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task03-state21-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task03-state21-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task03-state21-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task03-state21-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task03-state21-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task03-state21-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task03-state21-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task04-state21-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state21-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task04-state21-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state21-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task04-state21-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state21-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task04-state21-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state21-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task04-state25-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state25-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task04-state25-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state25-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task04-state25-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state25-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task04-state25-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state25-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task04-state27-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state27-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task04-state27-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state27-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task04-state27-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state27-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task04-state27-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state27-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task04-state28-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state28-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task04-state28-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state28-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task04-state28-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state28-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task04-state28-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state28-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task04-state30-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state30-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task04-state30-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state30-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task04-state30-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state30-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task04-state30-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state30-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task04-state31-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state31-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task04-state31-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state31-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task04-state31-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state31-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task04-state31-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task04-state31-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task06-state24-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task06-state24-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task06-state24-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task06-state24-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task06-state24-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task06-state24-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task06-state24-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task06-state24-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task07-state20-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task07-state20-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task07-state20-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task07-state20-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task07-state20-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task07-state20-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task07-state20-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task07-state20-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task07-state22-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task07-state22-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task07-state22-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task07-state22-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task07-state22-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task07-state22-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task07-state22-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task07-state22-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task07-state29-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task07-state29-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task07-state29-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task07-state29-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task07-state29-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task07-state29-treatment_arm_plus_baseline_gripper.agent.mp4
development_swaps,development_h2-libero_10-task07-state29-treatment_arm_plus_baseline_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task07-state29-treatment_arm_plus_baseline_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task09-state31-baseline_arm_plus_treatment_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task09-state31-baseline_arm_plus_treatment_gripper.agent.mp4
development_swaps,development_h2-libero_10-task09-state31-baseline_arm_plus_treatment_gripper,wrist,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task09-state31-baseline_arm_plus_treatment_gripper.wrist.mp4
development_swaps,development_h2-libero_10-task09-state31-treatment_arm_plus_baseline_gripper,agent,/home/wjq/workspace/one-clock-icra27-crosssuite-query-allocation/experiments/icra27_phase_d_failure_attribution/videos/development_swaps/development_h2-libero_10-task09-state31-treatment_arm_plus_baseline_gripper.agent.mp4
