task,episode,timestep,phase,state_id,scale_index,scale_m,perturbation_type,perturbation_magnitude,perturbation_dx,perturbation_dy,perturbation_dz,branch_success,branch_valid,branch_error,original_suffix_success,expert_success,criticality_at_scale,action_magnitude,action_velocity,action_acceleration,gripper_transition,eef_object_distance,object_goal_distance
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,0,0.0015,object_pos_y-,0.0015,0.0,-0.0015,0.0,1,1,,1,1,0.0,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,0,0.0015,eef_joint_1+,0.01,0.0,0.01,0.0,1,1,,1,1,0.0,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,0,0.0015,eef_joint_1-,0.01,0.0,-0.01,0.0,1,1,,1,1,0.0,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,1,0.003,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.16666666666666663,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,1,0.003,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.16666666666666663,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,1,0.003,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.16666666666666663,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,1,0.003,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.16666666666666663,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,1,0.003,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.16666666666666663,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,1,0.003,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.16666666666666663,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,2,0.006,object_pos_x+,0.006,0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,2,0.006,object_pos_x-,0.006,-0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,2,0.006,object_pos_y+,0.006,0.0,0.006,0.0,1,1,,1,1,0.33333333333333337,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,2,0.006,object_pos_y-,0.006,0.0,-0.006,0.0,1,1,,1,1,0.33333333333333337,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,2,0.006,eef_joint_1+,0.04,0.0,0.04,0.0,0,1,,1,1,0.33333333333333337,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,25,0.6756756756756757,f4e2fc37e6b9e96945e043d7d78f141762222ba04a19ebe5dd84c1e7f89c25b1,2,0.006,eef_joint_1-,0.04,0.0,-0.04,0.0,0,1,,1,1,0.33333333333333337,3.362265110015869,0.0,0.18000003695487976,0.0,0.0007876215968281031,0.2756442129611969
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,0,0.0015,object_pos_x+,0.0015,0.0015,0.0,0.0,1,1,,1,1,0.0,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,0,0.0015,object_pos_x-,0.0015,-0.0015,0.0,0.0,1,1,,1,1,0.0,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,0,0.0015,object_pos_y+,0.0015,0.0,0.0015,0.0,1,1,,1,1,0.0,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,0,0.0015,object_pos_y-,0.0015,0.0,-0.0015,0.0,1,1,,1,1,0.0,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,0,0.0015,eef_joint_1+,0.01,0.0,0.01,0.0,1,1,,1,1,0.0,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,0,0.0015,eef_joint_1-,0.01,0.0,-0.01,0.0,1,1,,1,1,0.0,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,1,0.003,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.16666666666666663,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,1,0.003,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.16666666666666663,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,1,0.003,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.16666666666666663,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,1,0.003,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.16666666666666663,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,1,0.003,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.16666666666666663,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,1,0.003,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.16666666666666663,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,2,0.006,object_pos_x+,0.006,0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,2,0.006,object_pos_x-,0.006,-0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,2,0.006,object_pos_y+,0.006,0.0,0.006,0.0,1,1,,1,1,0.33333333333333337,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,2,0.006,object_pos_y-,0.006,0.0,-0.006,0.0,1,1,,1,1,0.33333333333333337,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,2,0.006,eef_joint_1+,0.04,0.0,0.04,0.0,0,1,,1,1,0.33333333333333337,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,30,0.8108108108108109,55dce4ea02d871d8b2f06829d35b2f566828bcef6c25399504ac04cf159adbc2,2,0.006,eef_joint_1-,0.04,0.0,-0.04,0.0,0,1,,1,1,0.33333333333333337,3.362265110015869,0.0,0.0,0.0,0.0008065411238931119,0.1684715747833252
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,0,0.0015,object_pos_x+,0.0015,0.0015,0.0,0.0,1,1,,1,1,0.0,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,0,0.0015,object_pos_x-,0.0015,-0.0015,0.0,0.0,1,1,,1,1,0.0,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,0,0.0015,object_pos_y+,0.0015,0.0,0.0015,0.0,1,1,,1,1,0.0,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,0,0.0015,object_pos_y-,0.0015,0.0,-0.0015,0.0,1,1,,1,1,0.0,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,0,0.0015,eef_joint_1+,0.01,0.0,0.01,0.0,1,1,,1,1,0.0,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,0,0.0015,eef_joint_1-,0.01,0.0,-0.01,0.0,1,1,,1,1,0.0,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,1,0.003,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.16666666666666663,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,1,0.003,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.16666666666666663,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,1,0.003,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.16666666666666663,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,1,0.003,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.16666666666666663,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,1,0.003,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.16666666666666663,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,1,0.003,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.16666666666666663,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,2,0.006,object_pos_x+,0.006,0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,2,0.006,object_pos_x-,0.006,-0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,2,0.006,object_pos_y+,0.006,0.0,0.006,0.0,1,1,,1,1,0.33333333333333337,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,2,0.006,object_pos_y-,0.006,0.0,-0.006,0.0,1,1,,1,1,0.33333333333333337,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,2,0.006,eef_joint_1+,0.04,0.0,0.04,0.0,0,1,,1,1,0.33333333333333337,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,4,35,0.9459459459459459,008fa96ac5184ab70ca43de3656f92d7429390766362a6214845daf3b6ac62d1,2,0.006,eef_joint_1-,0.04,0.0,-0.04,0.0,0,1,,1,1,0.33333333333333337,3.352771282196045,0.0,0.0,0.0,0.0008128214976750314,0.03549310192465782
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,0,0.0015,object_pos_x+,0.0015,0.0015,0.0,0.0,1,1,,1,1,0.0,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,0,0.0015,object_pos_x-,0.0015,-0.0015,0.0,0.0,1,1,,1,1,0.0,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,0,0.0015,object_pos_y+,0.0015,0.0,0.0015,0.0,1,1,,1,1,0.0,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,0,0.0015,object_pos_y-,0.0015,0.0,-0.0015,0.0,1,1,,1,1,0.0,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,0,0.0015,eef_joint_1+,0.01,0.0,0.01,0.0,1,1,,1,1,0.0,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,0,0.0015,eef_joint_1-,0.01,0.0,-0.01,0.0,1,1,,1,1,0.0,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,1,0.003,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,1,0.003,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,1,0.003,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,1,0.003,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,1,0.003,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,1,0.003,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,2,0.006,object_pos_x+,0.006,0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,2,0.006,object_pos_x-,0.006,-0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,2,0.006,object_pos_y+,0.006,0.0,0.006,0.0,1,1,,1,1,0.33333333333333337,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,2,0.006,object_pos_y-,0.006,0.0,-0.006,0.0,1,1,,1,1,0.33333333333333337,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,2,0.006,eef_joint_1+,0.04,0.0,0.04,0.0,0,1,,1,1,0.33333333333333337,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,0,0.0,4650c63ad33fc2ac9735a3b1b9c8efffd78628556ae46831123c9bacf29c82a2,2,0.006,eef_joint_1-,0.04,0.0,-0.04,0.0,0,1,,1,1,0.33333333333333337,3.405750274658203,3.405750274658203,3.405750274658203,1.0,0.20040163397789001,0.2635056972503662
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,0,0.0015,object_pos_x+,0.0015,0.0015,0.0,0.0,1,1,,1,1,0.0,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,0,0.0015,object_pos_x-,0.0015,-0.0015,0.0,0.0,1,1,,1,1,0.0,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,0,0.0015,object_pos_y+,0.0015,0.0,0.0015,0.0,1,1,,1,1,0.0,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,0,0.0015,object_pos_y-,0.0015,0.0,-0.0015,0.0,1,1,,1,1,0.0,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,0,0.0015,eef_joint_1+,0.01,0.0,0.01,0.0,1,1,,1,1,0.0,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,0,0.0015,eef_joint_1-,0.01,0.0,-0.01,0.0,1,1,,1,1,0.0,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,1,0.003,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,1,0.003,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,1,0.003,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,1,0.003,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,1,0.003,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,1,0.003,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,2,0.006,object_pos_x+,0.006,0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,2,0.006,object_pos_x-,0.006,-0.006,0.0,0.0,1,1,,1,1,0.33333333333333337,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,2,0.006,object_pos_y+,0.006,0.0,0.006,0.0,1,1,,1,1,0.33333333333333337,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,2,0.006,object_pos_y-,0.006,0.0,-0.006,0.0,1,1,,1,1,0.33333333333333337,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,2,0.006,eef_joint_1+,0.04,0.0,0.04,0.0,0,1,,1,1,0.33333333333333337,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,5,0.13157894736842105,418bfff976c69297661d2c689fec0c97295cf4bf869bae58a4e3beb0aec8aaad,2,0.006,eef_joint_1-,0.04,0.0,-0.04,0.0,0,1,,1,1,0.33333333333333337,3.405750274658203,0.0,0.0,0.0,0.07234125584363937,0.26350563764572144
PickCube-v1,5,10,0.2631578947368421,9b842959f202c7e8353e79343aff14d8081864eb54bd5198b466b2b3dbca272d,0,0.0015,object_pos_x+,0.0015,0.0015,0.0,0.0,1,1,,1,1,0.0,3.4046196937561035,0.0,0.0,0.0,0.032960306853055954,0.2635056674480438
PickCube-v1,5,10,0.2631578947368421,9b842959f202c7e8353e79343aff14d8081864eb54bd5198b466b2b3dbca272d,0,0.0015,object_pos_x-,0.0015,-0.0015,0.0,0.0,1,1,,1,1,0.0,3.4046196937561035,0.0,0.0,0.0,0.032960306853055954,0.2635056674480438
PickCube-v1,5,10,0.2631578947368421,9b842959f202c7e8353e79343aff14d8081864eb54bd5198b466b2b3dbca272d,0,0.0015,object_pos_y+,0.0015,0.0,0.0015,0.0,1,1,,1,1,0.0,3.4046196937561035,0.0,0.0,0.0,0.032960306853055954,0.2635056674480438
PickCube-v1,5,10,0.2631578947368421,9b842959f202c7e8353e79343aff14d8081864eb54bd5198b466b2b3dbca272d,0,0.0015,object_pos_y-,0.0015,0.0,-0.0015,0.0,1,1,,1,1,0.0,3.4046196937561035,0.0,0.0,0.0,0.032960306853055954,0.2635056674480438
