task,episode,timestep,phase,state_id,perturbation_type,perturbation_magnitude,perturbation_dx,perturbation_dy,perturbation_dz,branch_success,branch_valid,branch_error,original_suffix_success,expert_success,criticality,action_magnitude,action_velocity,action_acceleration,gripper_transition,eef_object_distance,object_goal_distance
PickCube-v1,1,25,0.7142857142857143,ca99484a1232a8790117a9892f11265e8d0b63825a28e8c6308a72c36cbe9549,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.18000003695487976,0.0,0.0008400832884944975,0.20204097032546997
PickCube-v1,1,25,0.7142857142857143,ca99484a1232a8790117a9892f11265e8d0b63825a28e8c6308a72c36cbe9549,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.18000003695487976,0.0,0.0008400832884944975,0.20204097032546997
PickCube-v1,1,25,0.7142857142857143,ca99484a1232a8790117a9892f11265e8d0b63825a28e8c6308a72c36cbe9549,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.18000003695487976,0.0,0.0008400832884944975,0.20204097032546997
PickCube-v1,1,25,0.7142857142857143,ca99484a1232a8790117a9892f11265e8d0b63825a28e8c6308a72c36cbe9549,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.18000003695487976,0.0,0.0008400832884944975,0.20204097032546997
PickCube-v1,1,30,0.8571428571428571,01db8e095833e626fb4c231ae2e32359da2ba3ef6e0a19ef1316eb088c5981cf,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.0,0.0,0.0008645071648061275,0.050283901393413544
PickCube-v1,1,30,0.8571428571428571,01db8e095833e626fb4c231ae2e32359da2ba3ef6e0a19ef1316eb088c5981cf,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.0,0.0,0.0008645071648061275,0.050283901393413544
PickCube-v1,1,30,0.8571428571428571,01db8e095833e626fb4c231ae2e32359da2ba3ef6e0a19ef1316eb088c5981cf,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.0,0.0,0.0008645071648061275,0.050283901393413544
PickCube-v1,1,30,0.8571428571428571,01db8e095833e626fb4c231ae2e32359da2ba3ef6e0a19ef1316eb088c5981cf,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.0,0.0,0.0008645071648061275,0.050283901393413544
PickCube-v1,1,30,0.8571428571428571,01db8e095833e626fb4c231ae2e32359da2ba3ef6e0a19ef1316eb088c5981cf,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.0,0.0,0.0008645071648061275,0.050283901393413544
PickCube-v1,1,30,0.8571428571428571,01db8e095833e626fb4c231ae2e32359da2ba3ef6e0a19ef1316eb088c5981cf,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.0,0.0,0.0008645071648061275,0.050283901393413544
PickCube-v1,1,30,0.8571428571428571,01db8e095833e626fb4c231ae2e32359da2ba3ef6e0a19ef1316eb088c5981cf,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.374856948852539,0.0,0.0,0.0,0.0008645071648061275,0.050283901393413544
PickCube-v1,1,35,1.0,dcf81c42416fe779737fb3c3c81a8f870dfefbf673e438b3f5f7ffa6450396ab,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.379368782043457,0.0,0.0,0.0,0.0008638329454697669,0.011228892020881176
PickCube-v1,1,35,1.0,dcf81c42416fe779737fb3c3c81a8f870dfefbf673e438b3f5f7ffa6450396ab,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.379368782043457,0.0,0.0,0.0,0.0008638329454697669,0.011228892020881176
PickCube-v1,1,35,1.0,dcf81c42416fe779737fb3c3c81a8f870dfefbf673e438b3f5f7ffa6450396ab,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.379368782043457,0.0,0.0,0.0,0.0008638329454697669,0.011228892020881176
PickCube-v1,1,35,1.0,dcf81c42416fe779737fb3c3c81a8f870dfefbf673e438b3f5f7ffa6450396ab,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.379368782043457,0.0,0.0,0.0,0.0008638329454697669,0.011228892020881176
PickCube-v1,1,35,1.0,dcf81c42416fe779737fb3c3c81a8f870dfefbf673e438b3f5f7ffa6450396ab,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.379368782043457,0.0,0.0,0.0,0.0008638329454697669,0.011228892020881176
PickCube-v1,1,35,1.0,dcf81c42416fe779737fb3c3c81a8f870dfefbf673e438b3f5f7ffa6450396ab,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.379368782043457,0.0,0.0,0.0,0.0008638329454697669,0.011228892020881176
PickCube-v1,1,35,1.0,dcf81c42416fe779737fb3c3c81a8f870dfefbf673e438b3f5f7ffa6450396ab,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.379368782043457,0.0,0.0,0.0,0.0008638329454697669,0.011228892020881176
PickCube-v1,2,0,0.0,21deafa62139ffbd056b9d7aafa6d760e99a721c74497d7f22dc6135e35afd2c,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.3671298027038574,3.3671298027038574,3.3671298027038574,1.0,0.16414763033390045,0.031266406178474426
PickCube-v1,2,0,0.0,21deafa62139ffbd056b9d7aafa6d760e99a721c74497d7f22dc6135e35afd2c,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.3671298027038574,3.3671298027038574,3.3671298027038574,1.0,0.16414763033390045,0.031266406178474426
PickCube-v1,2,0,0.0,21deafa62139ffbd056b9d7aafa6d760e99a721c74497d7f22dc6135e35afd2c,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.3671298027038574,3.3671298027038574,3.3671298027038574,1.0,0.16414763033390045,0.031266406178474426
PickCube-v1,2,0,0.0,21deafa62139ffbd056b9d7aafa6d760e99a721c74497d7f22dc6135e35afd2c,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.3671298027038574,3.3671298027038574,3.3671298027038574,1.0,0.16414763033390045,0.031266406178474426
PickCube-v1,2,0,0.0,21deafa62139ffbd056b9d7aafa6d760e99a721c74497d7f22dc6135e35afd2c,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.3671298027038574,3.3671298027038574,3.3671298027038574,1.0,0.16414763033390045,0.031266406178474426
PickCube-v1,2,0,0.0,21deafa62139ffbd056b9d7aafa6d760e99a721c74497d7f22dc6135e35afd2c,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.3671298027038574,3.3671298027038574,3.3671298027038574,1.0,0.16414763033390045,0.031266406178474426
PickCube-v1,2,0,0.0,21deafa62139ffbd056b9d7aafa6d760e99a721c74497d7f22dc6135e35afd2c,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.3671298027038574,3.3671298027038574,3.3671298027038574,1.0,0.16414763033390045,0.031266406178474426
PickCube-v1,2,5,0.13513513513513514,1ed6eeb5c5141e6745b1b996c92eb4e2ae557625c1af4b76a388d988fe7104eb,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.3671298027038574,0.0,0.0,0.0,0.0722273588180542,0.0312664732336998
PickCube-v1,2,5,0.13513513513513514,1ed6eeb5c5141e6745b1b996c92eb4e2ae557625c1af4b76a388d988fe7104eb,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.3671298027038574,0.0,0.0,0.0,0.0722273588180542,0.0312664732336998
PickCube-v1,2,5,0.13513513513513514,1ed6eeb5c5141e6745b1b996c92eb4e2ae557625c1af4b76a388d988fe7104eb,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.3671298027038574,0.0,0.0,0.0,0.0722273588180542,0.0312664732336998
PickCube-v1,2,5,0.13513513513513514,1ed6eeb5c5141e6745b1b996c92eb4e2ae557625c1af4b76a388d988fe7104eb,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.3671298027038574,0.0,0.0,0.0,0.0722273588180542,0.0312664732336998
PickCube-v1,2,5,0.13513513513513514,1ed6eeb5c5141e6745b1b996c92eb4e2ae557625c1af4b76a388d988fe7104eb,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.3671298027038574,0.0,0.0,0.0,0.0722273588180542,0.0312664732336998
PickCube-v1,2,5,0.13513513513513514,1ed6eeb5c5141e6745b1b996c92eb4e2ae557625c1af4b76a388d988fe7104eb,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.3671298027038574,0.0,0.0,0.0,0.0722273588180542,0.0312664732336998
PickCube-v1,2,5,0.13513513513513514,1ed6eeb5c5141e6745b1b996c92eb4e2ae557625c1af4b76a388d988fe7104eb,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.3671298027038574,0.0,0.0,0.0,0.0722273588180542,0.0312664732336998
PickCube-v1,2,10,0.2702702702702703,133b4481042adbee4c4b73b60d2a41caf8db596b3b178bc377c038ba473cb779,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.03185412287712097,0.03126645088195801
PickCube-v1,2,10,0.2702702702702703,133b4481042adbee4c4b73b60d2a41caf8db596b3b178bc377c038ba473cb779,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.03185412287712097,0.03126645088195801
PickCube-v1,2,10,0.2702702702702703,133b4481042adbee4c4b73b60d2a41caf8db596b3b178bc377c038ba473cb779,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.03185412287712097,0.03126645088195801
PickCube-v1,2,10,0.2702702702702703,133b4481042adbee4c4b73b60d2a41caf8db596b3b178bc377c038ba473cb779,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.03185412287712097,0.03126645088195801
PickCube-v1,2,10,0.2702702702702703,133b4481042adbee4c4b73b60d2a41caf8db596b3b178bc377c038ba473cb779,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.03185412287712097,0.03126645088195801
PickCube-v1,2,10,0.2702702702702703,133b4481042adbee4c4b73b60d2a41caf8db596b3b178bc377c038ba473cb779,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.03185412287712097,0.03126645088195801
PickCube-v1,2,10,0.2702702702702703,133b4481042adbee4c4b73b60d2a41caf8db596b3b178bc377c038ba473cb779,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.03185412287712097,0.03126645088195801
PickCube-v1,2,15,0.40540540540540543,efb4da018a24370cdad52ae700302b9693fdef1d6d107a62ee0d1ff75fb8a259,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0017285175854340196,0.03126644715666771
PickCube-v1,2,15,0.40540540540540543,efb4da018a24370cdad52ae700302b9693fdef1d6d107a62ee0d1ff75fb8a259,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0017285175854340196,0.03126644715666771
PickCube-v1,2,15,0.40540540540540543,efb4da018a24370cdad52ae700302b9693fdef1d6d107a62ee0d1ff75fb8a259,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0017285175854340196,0.03126644715666771
PickCube-v1,2,15,0.40540540540540543,efb4da018a24370cdad52ae700302b9693fdef1d6d107a62ee0d1ff75fb8a259,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0017285175854340196,0.03126644715666771
PickCube-v1,2,15,0.40540540540540543,efb4da018a24370cdad52ae700302b9693fdef1d6d107a62ee0d1ff75fb8a259,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0017285175854340196,0.03126644715666771
PickCube-v1,2,15,0.40540540540540543,efb4da018a24370cdad52ae700302b9693fdef1d6d107a62ee0d1ff75fb8a259,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0017285175854340196,0.03126644715666771
PickCube-v1,2,15,0.40540540540540543,efb4da018a24370cdad52ae700302b9693fdef1d6d107a62ee0d1ff75fb8a259,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0017285175854340196,0.03126644715666771
PickCube-v1,2,20,0.5405405405405406,d232fa093e162c82bc532d17470ef2fbff32e1e2fcc8145b52e4fa1e742b433c,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0006109150126576424,0.03064175508916378
PickCube-v1,2,20,0.5405405405405406,d232fa093e162c82bc532d17470ef2fbff32e1e2fcc8145b52e4fa1e742b433c,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0006109150126576424,0.03064175508916378
PickCube-v1,2,20,0.5405405405405406,d232fa093e162c82bc532d17470ef2fbff32e1e2fcc8145b52e4fa1e742b433c,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0006109150126576424,0.03064175508916378
PickCube-v1,2,20,0.5405405405405406,d232fa093e162c82bc532d17470ef2fbff32e1e2fcc8145b52e4fa1e742b433c,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0006109150126576424,0.03064175508916378
PickCube-v1,2,20,0.5405405405405406,d232fa093e162c82bc532d17470ef2fbff32e1e2fcc8145b52e4fa1e742b433c,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0006109150126576424,0.03064175508916378
PickCube-v1,2,20,0.5405405405405406,d232fa093e162c82bc532d17470ef2fbff32e1e2fcc8145b52e4fa1e742b433c,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0006109150126576424,0.03064175508916378
PickCube-v1,2,20,0.5405405405405406,d232fa093e162c82bc532d17470ef2fbff32e1e2fcc8145b52e4fa1e742b433c,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.3659861087799072,0.0,0.0,0.0,0.0006109150126576424,0.03064175508916378
PickCube-v1,2,25,0.6756756756756757,4637503931be178b0d623f3538efe8ba13f375c9d152c7e66a60ac62e0507a95,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.18000003695487976,0.0,0.0005830065929330885,0.02101150155067444
PickCube-v1,2,25,0.6756756756756757,4637503931be178b0d623f3538efe8ba13f375c9d152c7e66a60ac62e0507a95,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.18000003695487976,0.0,0.0005830065929330885,0.02101150155067444
PickCube-v1,2,25,0.6756756756756757,4637503931be178b0d623f3538efe8ba13f375c9d152c7e66a60ac62e0507a95,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.18000003695487976,0.0,0.0005830065929330885,0.02101150155067444
PickCube-v1,2,25,0.6756756756756757,4637503931be178b0d623f3538efe8ba13f375c9d152c7e66a60ac62e0507a95,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.18000003695487976,0.0,0.0005830065929330885,0.02101150155067444
PickCube-v1,2,25,0.6756756756756757,4637503931be178b0d623f3538efe8ba13f375c9d152c7e66a60ac62e0507a95,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.18000003695487976,0.0,0.0005830065929330885,0.02101150155067444
PickCube-v1,2,25,0.6756756756756757,4637503931be178b0d623f3538efe8ba13f375c9d152c7e66a60ac62e0507a95,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.18000003695487976,0.0,0.0005830065929330885,0.02101150155067444
PickCube-v1,2,25,0.6756756756756757,4637503931be178b0d623f3538efe8ba13f375c9d152c7e66a60ac62e0507a95,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.18000003695487976,0.0,0.0005830065929330885,0.02101150155067444
PickCube-v1,2,30,0.8108108108108109,76369c74f14f770026980e1af3c9d1f81f9b0d6cfcf31d257ceb07f5a9b950a7,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.0,0.0,0.0006026191986165941,0.152732715010643
PickCube-v1,2,30,0.8108108108108109,76369c74f14f770026980e1af3c9d1f81f9b0d6cfcf31d257ceb07f5a9b950a7,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.0,0.0,0.0006026191986165941,0.152732715010643
PickCube-v1,2,30,0.8108108108108109,76369c74f14f770026980e1af3c9d1f81f9b0d6cfcf31d257ceb07f5a9b950a7,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.0,0.0,0.0006026191986165941,0.152732715010643
PickCube-v1,2,30,0.8108108108108109,76369c74f14f770026980e1af3c9d1f81f9b0d6cfcf31d257ceb07f5a9b950a7,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.0,0.0,0.0006026191986165941,0.152732715010643
PickCube-v1,2,30,0.8108108108108109,76369c74f14f770026980e1af3c9d1f81f9b0d6cfcf31d257ceb07f5a9b950a7,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.0,0.0,0.0006026191986165941,0.152732715010643
PickCube-v1,2,30,0.8108108108108109,76369c74f14f770026980e1af3c9d1f81f9b0d6cfcf31d257ceb07f5a9b950a7,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.0,0.0,0.0006026191986165941,0.152732715010643
PickCube-v1,2,30,0.8108108108108109,76369c74f14f770026980e1af3c9d1f81f9b0d6cfcf31d257ceb07f5a9b950a7,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.37186336517334,0.0,0.0,0.0,0.0006026191986165941,0.152732715010643
PickCube-v1,2,35,0.9459459459459459,d81126830f4e3b9d90950bbff570159cdceee884ace7480127961768d9260f5c,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.0,3.366379737854004,0.0,0.0,0.0,0.0006048762588761747,0.037204544991254807
PickCube-v1,2,35,0.9459459459459459,d81126830f4e3b9d90950bbff570159cdceee884ace7480127961768d9260f5c,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.0,3.366379737854004,0.0,0.0,0.0,0.0006048762588761747,0.037204544991254807
PickCube-v1,2,35,0.9459459459459459,d81126830f4e3b9d90950bbff570159cdceee884ace7480127961768d9260f5c,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.0,3.366379737854004,0.0,0.0,0.0,0.0006048762588761747,0.037204544991254807
PickCube-v1,2,35,0.9459459459459459,d81126830f4e3b9d90950bbff570159cdceee884ace7480127961768d9260f5c,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.0,3.366379737854004,0.0,0.0,0.0,0.0006048762588761747,0.037204544991254807
PickCube-v1,2,35,0.9459459459459459,d81126830f4e3b9d90950bbff570159cdceee884ace7480127961768d9260f5c,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.0,3.366379737854004,0.0,0.0,0.0,0.0006048762588761747,0.037204544991254807
PickCube-v1,2,35,0.9459459459459459,d81126830f4e3b9d90950bbff570159cdceee884ace7480127961768d9260f5c,eef_joint_1+,0.02,0.0,0.02,0.0,1,1,,1,1,0.0,3.366379737854004,0.0,0.0,0.0,0.0006048762588761747,0.037204544991254807
PickCube-v1,2,35,0.9459459459459459,d81126830f4e3b9d90950bbff570159cdceee884ace7480127961768d9260f5c,eef_joint_1-,0.02,0.0,-0.02,0.0,1,1,,1,1,0.0,3.366379737854004,0.0,0.0,0.0,0.0006048762588761747,0.037204544991254807
PickCube-v1,3,0,0.0,abfec3db42a3a632f5a5e03d2c547ea0b602f4f567378fe6ee00983e0818861d,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.343926191329956,3.343926191329956,3.343926191329956,1.0,0.1818988025188446,0.26011693477630615
PickCube-v1,3,0,0.0,abfec3db42a3a632f5a5e03d2c547ea0b602f4f567378fe6ee00983e0818861d,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.343926191329956,3.343926191329956,3.343926191329956,1.0,0.1818988025188446,0.26011693477630615
PickCube-v1,3,0,0.0,abfec3db42a3a632f5a5e03d2c547ea0b602f4f567378fe6ee00983e0818861d,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.343926191329956,3.343926191329956,3.343926191329956,1.0,0.1818988025188446,0.26011693477630615
PickCube-v1,3,0,0.0,abfec3db42a3a632f5a5e03d2c547ea0b602f4f567378fe6ee00983e0818861d,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.343926191329956,3.343926191329956,3.343926191329956,1.0,0.1818988025188446,0.26011693477630615
PickCube-v1,3,0,0.0,abfec3db42a3a632f5a5e03d2c547ea0b602f4f567378fe6ee00983e0818861d,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.343926191329956,3.343926191329956,3.343926191329956,1.0,0.1818988025188446,0.26011693477630615
PickCube-v1,3,0,0.0,abfec3db42a3a632f5a5e03d2c547ea0b602f4f567378fe6ee00983e0818861d,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.343926191329956,3.343926191329956,3.343926191329956,1.0,0.1818988025188446,0.26011693477630615
PickCube-v1,3,0,0.0,abfec3db42a3a632f5a5e03d2c547ea0b602f4f567378fe6ee00983e0818861d,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.343926191329956,3.343926191329956,3.343926191329956,1.0,0.1818988025188446,0.26011693477630615
PickCube-v1,3,5,0.1388888888888889,4fa1792ec472e1f057e463d20897744dbda49a271ec08eec32a517be375f59cc,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.343926191329956,0.0,0.0,0.0,0.07172738760709763,0.2601165771484375
PickCube-v1,3,5,0.1388888888888889,4fa1792ec472e1f057e463d20897744dbda49a271ec08eec32a517be375f59cc,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.343926191329956,0.0,0.0,0.0,0.07172738760709763,0.2601165771484375
PickCube-v1,3,5,0.1388888888888889,4fa1792ec472e1f057e463d20897744dbda49a271ec08eec32a517be375f59cc,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.343926191329956,0.0,0.0,0.0,0.07172738760709763,0.2601165771484375
PickCube-v1,3,5,0.1388888888888889,4fa1792ec472e1f057e463d20897744dbda49a271ec08eec32a517be375f59cc,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.343926191329956,0.0,0.0,0.0,0.07172738760709763,0.2601165771484375
PickCube-v1,3,5,0.1388888888888889,4fa1792ec472e1f057e463d20897744dbda49a271ec08eec32a517be375f59cc,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.343926191329956,0.0,0.0,0.0,0.07172738760709763,0.2601165771484375
PickCube-v1,3,5,0.1388888888888889,4fa1792ec472e1f057e463d20897744dbda49a271ec08eec32a517be375f59cc,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.343926191329956,0.0,0.0,0.0,0.07172738760709763,0.2601165771484375
PickCube-v1,3,5,0.1388888888888889,4fa1792ec472e1f057e463d20897744dbda49a271ec08eec32a517be375f59cc,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.343926191329956,0.0,0.0,0.0,0.07172738760709763,0.2601165771484375
PickCube-v1,3,10,0.2777777777777778,8d74cbd703c473aa0efafb13b9ae13b577c5c7c2bda7c11246f283051e264e55,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3427746295928955,0.0,0.0,0.0,0.029896238818764687,0.260116308927536
PickCube-v1,3,10,0.2777777777777778,8d74cbd703c473aa0efafb13b9ae13b577c5c7c2bda7c11246f283051e264e55,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3427746295928955,0.0,0.0,0.0,0.029896238818764687,0.260116308927536
PickCube-v1,3,10,0.2777777777777778,8d74cbd703c473aa0efafb13b9ae13b577c5c7c2bda7c11246f283051e264e55,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3427746295928955,0.0,0.0,0.0,0.029896238818764687,0.260116308927536
PickCube-v1,3,10,0.2777777777777778,8d74cbd703c473aa0efafb13b9ae13b577c5c7c2bda7c11246f283051e264e55,object_pos_y+,0.003,0.0,0.003,0.0,1,1,,1,1,0.33333333333333337,3.3427746295928955,0.0,0.0,0.0,0.029896238818764687,0.260116308927536
PickCube-v1,3,10,0.2777777777777778,8d74cbd703c473aa0efafb13b9ae13b577c5c7c2bda7c11246f283051e264e55,object_pos_y-,0.003,0.0,-0.003,0.0,1,1,,1,1,0.33333333333333337,3.3427746295928955,0.0,0.0,0.0,0.029896238818764687,0.260116308927536
PickCube-v1,3,10,0.2777777777777778,8d74cbd703c473aa0efafb13b9ae13b577c5c7c2bda7c11246f283051e264e55,eef_joint_1+,0.02,0.0,0.02,0.0,0,1,,1,1,0.33333333333333337,3.3427746295928955,0.0,0.0,0.0,0.029896238818764687,0.260116308927536
PickCube-v1,3,10,0.2777777777777778,8d74cbd703c473aa0efafb13b9ae13b577c5c7c2bda7c11246f283051e264e55,eef_joint_1-,0.02,0.0,-0.02,0.0,0,1,,1,1,0.33333333333333337,3.3427746295928955,0.0,0.0,0.0,0.029896238818764687,0.260116308927536
PickCube-v1,3,15,0.4166666666666667,29c50188dd8c4f50f55633f291ac620810fdd5481403207f5e2c80d2ef3cff7e,zero,0.0,0.0,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3427746295928955,0.0,0.0,0.0,0.0013475213199853897,0.260116308927536
PickCube-v1,3,15,0.4166666666666667,29c50188dd8c4f50f55633f291ac620810fdd5481403207f5e2c80d2ef3cff7e,object_pos_x+,0.003,0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3427746295928955,0.0,0.0,0.0,0.0013475213199853897,0.260116308927536
PickCube-v1,3,15,0.4166666666666667,29c50188dd8c4f50f55633f291ac620810fdd5481403207f5e2c80d2ef3cff7e,object_pos_x-,0.003,-0.003,0.0,0.0,1,1,,1,1,0.33333333333333337,3.3427746295928955,0.0,0.0,0.0,0.0013475213199853897,0.260116308927536
